0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.090502955,0.3514168,0.24138501,0.2617131,0.2502012,0.34693363,0.4429295,0.0,0.17865103,0.0,0.52976596,0.18136182,0.6946397,0.5141552,0.4199176,0.34078443,0.08858,0.1654939
8.299731,8.461391,7.85289,11.230493,5.403499,8.608183,8.2938385,4.301292,10.735397,6.159549,13.783525,7.7592454,12.329517,5.883302,12.651402,7.4616013,10.060181,6.9347568
50.040638,58.11339,53.332726,55.043747,47.697655,51.156174,52.369835,36.6175,58.744293,39.618206,67.60736,47.780457,63.606415,41.702267,69.37117,50.566406,64.166534,58.31015
133.80386,141.2766,134.0308,137.68735,139.86589,134.88684,141.18724,115.45891,148.82834,109.68564,163.11633,135.40553,143.59433,120.27765,151.85443,137.22899,164.06552,158.02638
213.48021,225.73285,215.11209,213.96461,228.24301,220.59865,222.95517,204.84723,224.86737,198.3055,232.78325,218.05032,220.91287,212.55505,223.62547,217.20226,242.3717,233.50394
266.02856,272.4212,265.62967,264.81946,279.21094,269.57425,269.58398,265.7221,269.3202,264.7005,272.39404,265.6325,270.22217,268.12454,269.1432,270.24377,278.9745,274.00537
297.46683,295.34778,295.1969,291.98053,301.16302,298.6695,295.53912,300.85434,292.13654,300.7093,289.69687,294.92603,294.62955,299.82477,293.4301,296.16193,297.04163,293.2265
312.32068,305.92352,311.47266,308.63058,310.06458,310.9737,307.91034,320.61304,306.55667,319.1563,296.99036,310.09094,306.73743,317.18274,303.71158,311.8924,299.3454,300.93042
319.1641,310.13968,318.22565,315.83325,313.46225,318.52792,313.7827,328.70798,314.2773,328.3865,301.4766,317.3828,312.46118,327.4771,309.73218,318.3919,298.89075,305.55026
326.33554,313.30536,325.65213,324.33517,315.96613,322.76035,319.12262,336.94916,320.69812,335.28415,304.63257,323.28452,316.39923,332.3144,312.3294,322.79962,296.27167,310.05664
332.94128,316.40057,329.67334,331.8957,316.93365,325.53543,323.1175,342.2453,326.25244,341.6204,306.0999,329.09344,318.1448,334.81604,313.53122,327.825,293.79773,312.2719
340.3141,319.9179,333.92426,338.85004,319.6978,328.19217,327.18506,346.61075,333.21014,347.1003,309.839,335.09387,318.9254,334.61575,313.46817,332.0799,293.58575,314.63922
344.02176,322.6922,337.53772,346.16553,322.52063,329.63028,330.47803,349.01202,338.364,348.8648,313.3433,339.7905,321.246,333.15332,314.1179,336.78528,293.75375,317.37543
347.32632,326.17688,341.2367,350.81238,326.92987,330.5551,334.47076,350.04337,341.05923,350.0672,316.7821,345.89267,323.132,331.96924,315.38138,340.86035,295.7823,319.16476
348.9939,329.9848,344.10522,355.75827,330.95233,331.80316,337.53833,350.4999,343.1851,353.0003,320.5829,349.98608,326.46082,332.19836,317.22107,345.96564,299.18936,321.29123
350.75528,334.79025,346.24286,359.06866,336.07477,335.5443,340.58002,352.58755,345.8042,354.37958,326.23178,354.08322,330.8634,332.86823,321.5404,349.63995,303.82147,324.34708
352.39142,340.36816,348.41516,362.46625,340.23666,339.99396,344.91592,354.92395,348.34464,356.54785,330.8922,359.02777,335.83817,336.07706,324.77264,356.08392,309.6676,325.30518
352.23633,345.42438,351.99738,365.4192,347.67767,344.44464,349.68823,356.55164,350.64258,357.74274,335.34143,364.47003,342.72028,337.4887,328.56635,360.4715,318.0434,328.38885
352.89084,351.41858,353.4072,369.6826,354.73022,350.25784,355.7165,358.7489,352.6884,360.8579,339.52307,370.2786,350.91815,339.26855,332.14862,367.7844,328.66284,333.22302
352.6036,358.3678,355.65625,374.5196,362.55182,356.02533,363.74005,361.42255,354.84717,363.8341,342.3447,376.65027,358.73218,340.44107,333.80103,372.82465,338.60077,339.24158
354.19806,366.65973,355.65436,379.78314,370.6789,360.19986,370.258,365.8225,356.37488,367.9772,343.59863,380.93073,364.5951,342.0069,336.14038,381.15167,347.89148,345.0413
356.41888,373.12952,358.9775,385.75702,378.21716,365.42664,375.4927,368.68158,359.52628,372.4179,344.80862,386.08453,369.70465,343.36316,339.7157,386.97116,358.04486,350.1605
358.17834,382.5288,362.07132,390.33636,382.4405,370.72562,379.58136,371.65277,362.79053,376.66382,346.521,390.25974,373.71503,345.51453,342.84186,392.70105,365.6887,355.14496
360.18805,389.092,365.76016,397.18127,388.9843,376.93353,384.1159,375.01526,366.17676,380.07047,348.951,394.16605,377.81586,345.8133,345.98895,398.89297,372.82855,361.19867
363.65942,394.54688,369.92654,402.46985,393.6921,382.4317,387.87442,378.64548,370.9254,384.59387,351.9607,399.07605,382.20523,349.41818,350.28696,404.4816,378.9945,367.0796
369.1825,398.41656,375.22125,408.59662,398.61572,387.58685,392.38705,382.9627,375.75604,388.92953,355.15466,403.063,387.8754,354.0515,355.94843,407.83844,385.98486,374.12338
372.98575,402.47736,381.51764,413.90674,406.28693,394.36865,395.98117,388.04486,381.3258,393.13397,360.35748,409.15387,394.47787,358.83612,361.278,412.32922,392.38965,380.99512
378.72803,405.55374,389.59448,421.0993,411.77487,404.4694,399.15158,393.4395,388.55798,398.22787,366.68762,414.91516,401.0148,364.27484,365.28433,416.80472,398.1944,387.50635
385.0249,409.00876,397.30234,426.73077,417.41852,411.88504,403.72375,401.1116,395.122,403.5428,373.46118,420.2981,407.6231,370.10565,370.83307,420.12207,405.91974,393.4563
390.99347,412.63687,404.31052,434.41083,424.5891,421.82367,408.26825,407.651,400.851,410.8669,382.62848,427.11884,415.85608,375.376,376.7323,423.71484,412.70337,399.0135
397.10733,416.27612,412.6578,439.05505,432.17017,432.03137,413.31,415.1142,407.9574,415.98883,393.4735,434.13367,423.52307,379.91364,382.5362,428.68585,417.498,405.2686
403.02017,420.2619,420.31534,445.29117,438.77725,440.6785,418.49673,422.20203,415.26965,423.5317,406.34573,440.69067,431.08923,385.84045,388.75793,433.09705,423.69263,413.72305
407.44568,424.60275,428.88998,450.97534,446.79315,447.75238,423.91107,430.0901,422.05682,429.25146,418.74057,448.381,441.2373,392.83246,395.9001,438.78363,429.42917,420.37
415.68726,430.89563,438.25586,457.0221,455.7735,456.04044,429.96594,437.7339,428.1188,435.14062,428.95047,455.559,450.36853,397.99246,404.0483,443.31952,435.7599,426.91888
422.6677,436.50452,445.5283,462.43527,465.8152,464.71014,436.26257,446.00467,436.90375,441.38342,438.03363,463.69318,457.34143,405.18866,411.70596,448.18207,440.0372,432.79492
430.4248,441.48233,452.4599,469.86887,473.5511,471.02283,442.5161,455.0265,444.58044,449.86267,448.34045,472.2311,466.2459,414.4061,420.02808,453.6855,444.13943,440.05048
